Kalimat,Label
Saya merasa kesemutan di lengan dan kaki,RS
Tolong ada orang yang terluka di gedung sekolah,RS
Saya mengalami tekanan darah tinggi,RS
Tolong segera panggil ambulans ke sini,RS
Ada luka parah yang membutuhkan perawatan cepat,RS
Saya merasa pandangan kabur dan pusing,RS
Tolong bantu saya menghentikan pendarahan di lengan,RS
Ada orang yang terluka di tempat olahraga,RS
Saya merasa mual dan ingin muntah,RS
Tolong segera bawa saya ke rumah sakit terdekat,RS
Ada orang yang tidak sadarkan diri di tempat umum,RS
Saya mengalami luka yang mengeluarkan banyak darah,RS
Tolong ada orang yang terluka di area parkir,RS
Saya merasa nyeri hebat di area perut,RS
Tolong segera datang dan bantu saya,RS
Ada orang yang terluka parah di area perbelanjaan,RS
Saya merasa detak jantung tidak stabil,RS
Tolong antar saya ke unit gawat darurat secepatnya,RS
Ada kecelakaan mobil di jalan raya,RS
Saya merasa lemas dan tidak berdaya,RS
Tolong ada orang yang terjebak dalam sumur,RS
Saya mengalami demam tinggi dan menggigil,RS
Tolong bantu saya mengatasi serangan panik secara cepat,RS
Ada orang yang terluka parah di tempat kerja,RS
Saya merasa detak jantung tidak teratur,RS
Tolong antar saya ke unit gawat darurat dengan segera,RS
Ada kebakaran di gedung apartemen,RS
Saya merasa pingsan dan kehilangan kesadaran,RS
Tolong ada orang yang mengalami serangan epilepsi di taman,RS
Saya membutuhkan pertolongan segera,RS
Tolong antar saya ke rumah sakit terdekat sekarang,RS
Ada luka yang parah dan membutuhkan perawatan darurat,RS
Saya merasa sesak napas yang parah,RS
Tolong panggil ambulans secepatnya,RS
Ada anak kecil yang terjatuh dari kursi,RS
Saya mengalami pusing dan muntah-muntah,RS
Tolong butuh bantuan medis segera,RS
Ada orang yang terjebak dalam mobil yang terbakar,RS
Saya merasa nyeri dada yang tajam,RS
Tolong bantu saya melawan serangan asma,RS
Ada orang yang tidak sadar di trotoar,RS
Saya mengalami luka bakar yang parah,RS
Tolong antar saya ke rumah sakit dengan segera,RS
Ada orang yang pingsan di tengah jalan,RS
Saya merasa kesemutan di lengan dan kaki,RS
Tolong ada orang yang terluka di gedung sekolah,RS
Saya mengalami tekanan darah tinggi,RS
Tolong segera panggil ambulans ke sini,RS
Ada luka parah yang membutuhkan perawatan cepat,RS
Saya merasa pandangan kabur dan pusing,RS
Tolong bantu saya menghentikan pendarahan di lengan,RS
Ada orang yang terluka di tempat olahraga,RS
Saya merasa mual dan ingin muntah,RS
Tolong segera bawa saya ke rumah sakit terdekat,RS
Ada orang yang tidak sadarkan diri di tempat umum,RS
Saya mengalami luka yang mengeluarkan banyak darah,RS
Tolong ada orang yang terluka di area parkir,RS
Saya merasa nyeri hebat di area perut,RS
Tolong segera datang dan bantu saya,RS
Ada orang yang terluka parah di area perbelanjaan,RS
Saya merasa detak jantung tidak stabil,RS
Tolong antar saya ke unit gawat darurat secepatnya,RS
Ada kecelakaan mobil di jalan raya,RS
Saya merasa lemas dan tidak berdaya,RS
Tolong ada orang yang terjebak dalam sumur,RS
Saya mengalami demam tinggi dan menggigil,RS
Tolong bantu saya mengatasi serangan panik secara cepat,RS
Ada orang yang terluka parah di tempat kerja,RS
Saya merasa detak jantung tidak teratur,RS
Tolong antar saya ke unit gawat darurat dengan segera,RS
Ada kebakaran di gedung apartemen,RS
Saya merasa pingsan dan kehilangan kesadaran,RS
Tolong ada orang yang mengalami serangan epilepsi di taman,RS
Saya membutuhkan pertolongan segera,RS
Tolong antar saya ke rumah sakit terdekat sekarang,RS
Ada luka yang parah dan membutuhkan perawatan darurat,RS
Saya merasa sesak napas yang parah,RS
Tolong panggil ambulans secepatnya,RS
Ada anak kecil yang terjatuh dari kursi,RS
Saya mengalami pusing dan muntah-muntah,RS
Tolong butuh bantuan medis segera,RS
Ada orang yang terjebak dalam mobil yang terbakar,RS
Saya merasa nyeri dada yang tajam,RS
Tolong carikan polisi untuk mengurus kasus ini butuh bantuan mereka.,Polisi
Ada kebakaran di gedung tersebut pemadam kebakaran harus segera dihubungi,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban cedera.,RS
Polisi tolong tindaklanjuti laporan ini secepatnya,Polisi
Kejadian kebakaran membutuhkan penanganan cepat oleh pemadam kebakaran.,Damkar
Saya membutuhkan perawatan medis segera merasa sangat tidak enak badan.,RS
Tolong laporkan insiden ini kepada polisi secepatnya.,Polisi
Terjadi kebakaran di area parkir bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya butuh pemeriksaan dokter untuk kondisi kesehatan yang memburuk.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti.,Polisi
Ada kebakaran di sekitar perumahan pemadam kebakaran harus segera dikerahkan,Damkar
Saya mengalami cedera serius harus segera dibawa ke rumah sakit.,RS
Tolong temukan dompet saya yang hilang butuh bantuan dari polisi.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran hebat di gedung sebelah.,Damkar
Saya membutuhkan ambulans untuk evakuasi pasien dalam kondisi darurat.,RS
Tolong datangkan polisi secepatnya ada kejadian berbahaya di sekitar ini.,Polisi
Kebakaran terjadi di kompleks perumahan bantuan pemadam kebakaran sangat diperlukan,Damkar
Saya merasa demam tinggi butuh perawatan medis di rumah sakit.,RS
Tolong laporkan kejadian ini kepada polisi ada kejadian mencurigakan.,Polisi
Ada kebakaran di gedung sebelah bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya membutuhkan ambulans untuk mengangkut pasien dalam keadaan darurat.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti secepatnya.,Polisi
Permohonan bantuan pemadam kebakaran ada kebakaran besar di kompleks perumahan.,Damkar
Saya butuh perawatan medis darurat harap antar saya ke rumah sakit sekarang juga.,RS
Tolong segera hubungi polisi ada kejadian berbahaya yang membutuhkan penanganan.,Polisi
Bantuan pemadam kebakaran sangat dibutuhkan dalam mengatasi kebakaran ini.,Damkar
Saya mengalami luka parah butuh penanganan medis secepatnya.,RS
Tolong bantu saya mencari dompet yang hilang butuh bantuan polisi.,Polisi
Terjadi kebakaran di gedung tersebut bantuan pemadam kebakaran segera diperlukan,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban yang perlu segera ditangani.,RS
Tolong datangkan polisi ke tempat ini ada kejahatan yang harus ditangani.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran di gedung tersebut.,Damkar
Saya membutuhkan perawatan medis darurat tolong antar saya ke rumah sakit.,RS
Tolong sampaikan ke polisi bahwa ada kejadian mencurigakan di sekitar ini.,Polisi
Bantuan pemadam kebakaran sangat diperlukan untuk mengendalikan kebakaran.,Damkar
Saya merasa pusing dan demam perlu pemeriksaan di rumah sakit.,RS
Tolong carikan polisi untuk mengurus kasus ini butuh bantuan mereka.,Polisi
Ada kebakaran di gedung tersebut pemadam kebakaran harus segera dihubungi,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban cedera.,RS
Polisi tolong tindaklanjuti laporan ini secepatnya,Polisi
Kejadian kebakaran membutuhkan penanganan cepat oleh pemadam kebakaran.,Damkar
Saya membutuhkan perawatan medis segera merasa sangat tidak enak badan.,RS
Tolong laporkan insiden ini kepada polisi secepatnya.,Polisi
Terjadi kebakaran di area parkir bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya butuh pemeriksaan dokter untuk kondisi kesehatan yang memburuk.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti.,Polisi
Ada kebakaran di sekitar perumahan pemadam kebakaran harus segera dikerahkan,Damkar
Saya mengalami cedera serius harus segera dibawa ke rumah sakit.,RS
Tolong temukan dompet saya yang hilang butuh bantuan dari polisi.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran hebat di gedung sebelah.,Damkar
Saya membutuhkan ambulans untuk evakuasi pasien dalam kondisi darurat.,RS
Tolong datangkan polisi secepatnya ada kejadian berbahaya di sekitar ini.,Polisi
Kebakaran terjadi di kompleks perumahan bantuan pemadam kebakaran sangat diperlukan,Damkar
Saya merasa demam tinggi butuh perawatan medis di rumah sakit.,RS
Tolong laporkan kejadian ini kepada polisi ada kejadian mencurigakan.,Polisi
Ada kebakaran di gedung sebelah bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya membutuhkan ambulans untuk mengangkut pasien dalam keadaan darurat.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti secepatnya.,Polisi
Permohonan bantuan pemadam kebakaran ada kebakaran besar di kompleks perumahan.,Damkar
Saya butuh perawatan medis darurat harap antar saya ke rumah sakit sekarang juga.,RS
Tolong segera hubungi polisi ada kejadian berbahaya yang membutuhkan penanganan.,Polisi
Bantuan pemadam kebakaran sangat dibutuhkan dalam mengatasi kebakaran ini.,Damkar
Saya mengalami luka parah butuh penanganan medis secepatnya.,RS
Tolong bantu saya mencari dompet yang hilang butuh bantuan polisi.,Polisi
Terjadi kebakaran di gedung tersebut bantuan pemadam kebakaran segera diperlukan,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban yang perlu segera ditangani.,RS
Tolong datangkan polisi ke tempat ini ada kejahatan yang harus ditangani.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran di gedung tersebut.,Damkar
Saya membutuhkan perawatan medis darurat tolong antar saya ke rumah sakit.,RS
Tolong sampaikan ke polisi bahwa ada kejadian mencurigakan di sekitar ini.,Polisi
Bantuan pemadam kebakaran sangat diperlukan untuk mengendalikan kebakaran.,Damkar
Saya merasa pusing dan demam perlu pemeriksaan di rumah sakit.,RS
Tolong carikan polisi untuk mengurus kasus ini butuh bantuan mereka.,Polisi
Ada kebakaran di gedung tersebut pemadam kebakaran harus segera dihubungi,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban cedera.,RS
Polisi tolong tindaklanjuti laporan ini secepatnya,Polisi
Kejadian kebakaran membutuhkan penanganan cepat oleh pemadam kebakaran.,Damkar
Saya membutuhkan perawatan medis segera merasa sangat tidak enak badan.,RS
Tolong laporkan insiden ini kepada polisi secepatnya.,Polisi
Terjadi kebakaran di area parkir bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya butuh pemeriksaan dokter untuk kondisi kesehatan yang memburuk.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti.,Polisi
Ada kebakaran di sekitar perumahan pemadam kebakaran harus segera dikerahkan,Damkar
Saya mengalami cedera serius harus segera dibawa ke rumah sakit.,RS
Tolong temukan dompet saya yang hilang butuh bantuan dari polisi.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran hebat di gedung sebelah.,Damkar
Saya membutuhkan ambulans untuk evakuasi pasien dalam kondisi darurat.,RS
Tolong datangkan polisi secepatnya ada kejadian berbahaya di sekitar ini.,Polisi
Kebakaran terjadi di kompleks perumahan bantuan pemadam kebakaran sangat diperlukan,Damkar
Saya merasa demam tinggi butuh perawatan medis di rumah sakit.,RS
Tolong laporkan kejadian ini kepada polisi ada kejadian mencurigakan.,Polisi
Ada kebakaran di gedung sebelah bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya membutuhkan ambulans untuk mengangkut pasien dalam keadaan darurat.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti secepatnya.,Polisi
Permohonan bantuan pemadam kebakaran ada kebakaran besar di kompleks perumahan.,Damkar
Saya butuh perawatan medis darurat harap antar saya ke rumah sakit sekarang juga.,RS
Tolong segera hubungi polisi ada kejadian berbahaya yang membutuhkan penanganan.,Polisi
Bantuan pemadam kebakaran sangat dibutuhkan dalam mengatasi kebakaran ini.,Damkar
Saya mengalami luka parah butuh penanganan medis secepatnya.,RS
Tolong bantu saya mencari dompet yang hilang butuh bantuan polisi.,Polisi
Terjadi kebakaran di gedung tersebut bantuan pemadam kebakaran segera diperlukan,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban yang perlu segera ditangani.,RS
Tolong datangkan polisi ke tempat ini ada kejahatan yang harus ditangani.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran di gedung tersebut.,Damkar
Saya membutuhkan perawatan medis darurat tolong antar saya ke rumah sakit.,RS
Tolong sampaikan ke polisi bahwa ada kejadian mencurigakan di sekitar ini.,Polisi
Bantuan pemadam kebakaran sangat diperlukan untuk mengendalikan kebakaran.,Damkar
Saya merasa pusing dan demam perlu pemeriksaan di rumah sakit.,RS
Tolong carikan polisi untuk mengurus kasus ini butuh bantuan mereka.,Polisi
Ada kebakaran di gedung tersebut pemadam kebakaran harus segera dihubungi,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban cedera.,RS
Polisi tolong tindaklanjuti laporan ini secepatnya,Polisi
Kejadian kebakaran membutuhkan penanganan cepat oleh pemadam kebakaran.,Damkar
Saya membutuhkan perawatan medis segera merasa sangat tidak enak badan.,RS
Tolong laporkan insiden ini kepada polisi secepatnya.,Polisi
Terjadi kebakaran di area parkir bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya butuh pemeriksaan dokter untuk kondisi kesehatan yang memburuk.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti.,Polisi
Ada kebakaran di sekitar perumahan pemadam kebakaran harus segera dikerahkan,Damkar
Saya mengalami cedera serius harus segera dibawa ke rumah sakit.,RS
Tolong temukan dompet saya yang hilang butuh bantuan dari polisi.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran hebat di gedung sebelah.,Damkar
Saya membutuhkan ambulans untuk evakuasi pasien dalam kondisi darurat.,RS
Tolong datangkan polisi secepatnya ada kejadian berbahaya di sekitar ini.,Polisi
Kebakaran terjadi di kompleks perumahan bantuan pemadam kebakaran sangat diperlukan,Damkar
Saya merasa demam tinggi butuh perawatan medis di rumah sakit.,RS
Tolong laporkan kejadian ini kepada polisi ada kejadian mencurigakan.,Polisi
Ada kebakaran di gedung sebelah bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya membutuhkan ambulans untuk mengangkut pasien dalam keadaan darurat.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti secepatnya.,Polisi
Permohonan bantuan pemadam kebakaran ada kebakaran besar di kompleks perumahan.,Damkar
Saya butuh perawatan medis darurat harap antar saya ke rumah sakit sekarang juga.,RS
Tolong segera hubungi polisi ada kejadian berbahaya yang membutuhkan penanganan.,Polisi
Bantuan pemadam kebakaran sangat dibutuhkan dalam mengatasi kebakaran ini.,Damkar
Saya mengalami luka parah butuh penanganan medis secepatnya.,RS
Tolong bantu saya mencari dompet yang hilang butuh bantuan polisi.,Polisi
Terjadi kebakaran di gedung tersebut bantuan pemadam kebakaran segera diperlukan,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban yang perlu segera ditangani.,RS
Tolong datangkan polisi ke tempat ini ada kejahatan yang harus ditangani.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran di gedung tersebut.,Damkar
Saya membutuhkan perawatan medis darurat tolong antar saya ke rumah sakit.,RS
Tolong sampaikan ke polisi bahwa ada kejadian mencurigakan di sekitar ini.,Polisi
Bantuan pemadam kebakaran sangat diperlukan untuk mengendalikan kebakaran.,Damkar
Saya merasa pusing dan demam perlu pemeriksaan di rumah sakit.,RS
Tolong carikan polisi untuk mengurus kasus ini butuh bantuan mereka.,Polisi
Ada kebakaran di gedung tersebut pemadam kebakaran harus segera dihubungi,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban cedera.,RS
Polisi tolong tindaklanjuti laporan ini secepatnya,Polisi
Kejadian kebakaran membutuhkan penanganan cepat oleh pemadam kebakaran.,Damkar
Saya membutuhkan perawatan medis segera merasa sangat tidak enak badan.,RS
Tolong laporkan insiden ini kepada polisi secepatnya.,Polisi
Terjadi kebakaran di area parkir bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya butuh pemeriksaan dokter untuk kondisi kesehatan yang memburuk.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti.,Polisi
Ada kebakaran di sekitar perumahan pemadam kebakaran harus segera dikerahkan,Damkar
Saya mengalami cedera serius harus segera dibawa ke rumah sakit.,RS
Tolong temukan dompet saya yang hilang butuh bantuan dari polisi.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran hebat di gedung sebelah.,Damkar
Saya membutuhkan ambulans untuk evakuasi pasien dalam kondisi darurat.,RS
Tolong datangkan polisi secepatnya ada kejadian berbahaya di sekitar ini.,Polisi
Kebakaran terjadi di kompleks perumahan bantuan pemadam kebakaran sangat diperlukan,Damkar
Saya merasa demam tinggi butuh perawatan medis di rumah sakit.,RS
Tolong laporkan kejadian ini kepada polisi ada kejadian mencurigakan.,Polisi
Ada kebakaran di gedung sebelah bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya membutuhkan ambulans untuk mengangkut pasien dalam keadaan darurat.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti secepatnya.,Polisi
Permohonan bantuan pemadam kebakaran ada kebakaran besar di kompleks perumahan.,Damkar
Saya butuh perawatan medis darurat harap antar saya ke rumah sakit sekarang juga.,RS
Tolong segera hubungi polisi ada kejadian berbahaya yang membutuhkan penanganan.,Polisi
Bantuan pemadam kebakaran sangat dibutuhkan dalam mengatasi kebakaran ini.,Damkar
Saya mengalami luka parah butuh penanganan medis secepatnya.,RS
Tolong bantu saya mencari dompet yang hilang butuh bantuan polisi.,Polisi
Terjadi kebakaran di gedung tersebut bantuan pemadam kebakaran segera diperlukan,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban yang perlu segera ditangani.,RS
Tolong datangkan polisi ke tempat ini ada kejahatan yang harus ditangani.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran di gedung tersebut.,Damkar
Saya membutuhkan perawatan medis darurat tolong antar saya ke rumah sakit.,RS
Tolong sampaikan ke polisi bahwa ada kejadian mencurigakan di sekitar ini.,Polisi
Bantuan pemadam kebakaran sangat diperlukan untuk mengendalikan kebakaran.,Damkar
Saya merasa pusing dan demam perlu pemeriksaan di rumah sakit.,RS
Tolong carikan polisi untuk mengurus kasus ini butuh bantuan mereka.,Polisi
Ada kebakaran di gedung tersebut pemadam kebakaran harus segera dihubungi,Damkar
Saya membutuhkan ambulans untuk evakuasi darurat ada korban cedera.,RS
Polisi tolong tindaklanjuti laporan ini secepatnya,Polisi
Kejadian kebakaran membutuhkan penanganan cepat oleh pemadam kebakaran.,Damkar
Saya membutuhkan perawatan medis segera merasa sangat tidak enak badan.,RS
Tolong laporkan insiden ini kepada polisi secepatnya.,Polisi
Terjadi kebakaran di area parkir bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya butuh pemeriksaan dokter untuk kondisi kesehatan yang memburuk.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti.,Polisi
Ada kebakaran di sekitar perumahan pemadam kebakaran harus segera dikerahkan,Damkar
Saya mengalami cedera serius harus segera dibawa ke rumah sakit.,RS
Tolong temukan dompet saya yang hilang butuh bantuan dari polisi.,Polisi
Permintaan bantuan pemadam kebakaran ada kebakaran hebat di gedung sebelah.,Damkar
Saya membutuhkan ambulans untuk evakuasi pasien dalam kondisi darurat.,RS
Tolong datangkan polisi secepatnya ada kejadian berbahaya di sekitar ini.,Polisi
Kebakaran terjadi di kompleks perumahan bantuan pemadam kebakaran sangat diperlukan,Damkar
Saya merasa demam tinggi butuh perawatan medis di rumah sakit.,RS
Tolong laporkan kejadian ini kepada polisi ada kejadian mencurigakan.,Polisi
Ada kebakaran di gedung sebelah bantuan pemadam kebakaran segera dibutuhkan,Damkar
Saya membutuhkan ambulans untuk mengangkut pasien dalam keadaan darurat.,RS
Tolong hubungi polisi ada kejahatan yang perlu ditindaklanjuti secepatnya.,Polisi
Permohonan bantuan pemadam kebakaran ada kebakaran besar di kompleks perumahan.,Damkar
Saya butuh bantuan karena terluka.,RS
Tolong ada anak kecil yang terjatuh.,RS
Saya meminta pertolongan darurat.,RS
Tolong bantu saya menghentikan pendarahan di lengan.,RS
Ada kebakaran di gedung apartemen.,RS
Tolong panggil ambulans secepatnya.,RS
Saya merasa sesak napas yang parah.,RS
Tolong bantu saya melawan serangan asma.,RS
Ada orang yang pingsan di tengah jalan.,RS
Saya mengalami luka yang mengeluarkan banyak darah.,RS
Saya merasa nyeri hebat di area perut.,RS
Tolong ada orang yang terjebak dalam mobil yang terbakar.,RS
Saya membutuhkan pertolongan segera.,RS
Tolong antar saya ke rumah sakit terdekat sekarang.,RS
Ada luka yang parah dan membutuhkan perawatan darurat.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke unit gawat darurat secepatnya.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa lemas dan tidak berdaya.,RS
Tolong ada orang yang terjebak dalam sumur.,RS
Saya mengalami demam tinggi dan menggigil.,RS
Tolong bantu saya mengatasi serangan panik secara cepat.,RS
Ada orang yang terluka parah di tempat kerja.,RS
Saya merasa detak jantung tidak teratur.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya merasa pingsan dan kehilangan kesadaran.,RS
Tolong ada orang yang mengalami serangan epilepsi di taman.,RS
Saya membutuhkan pertolongan medis segera.,RS
Tolong antar saya ke rumah sakit dengan segera.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya menghentikan pendarahan di kepala.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya merasa nyeri dada yang tajam.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terjatuh dari kursi.,RS
Saya mengalami pusing dan muntah-muntah.,RS
Tolong butuh bantuan medis segera.,RS
Ada orang yang terjebak dalam mobil yang terbalik.,RS
Saya merasa nyeri pada bagian belakang tubuh.,RS
Tolong segera antar saya ke rumah sakit terdekat.,RS
Ada kecelakaan di tempat olahraga.,RS
Saya mengalami luka di bagian kepala.,RS
Tolong bantu saya mengatasi serangan jantung.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya merasa sesak napas yang parah.,RS
Tolong panggil tim medis secepatnya.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya mengalami luka pada bagian kaki.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada orang yang terjebak dalam mobil yang terbalik.,RS
Saya merasa nyeri pada bagian belakang tubuh.,RS
Tolong segera antar saya ke rumah sakit terdekat.,RS
Ada kecelakaan di tempat olahraga.,RS
Saya mengalami luka di bagian kepala.,RS
Tolong bantu saya mengatasi serangan jantung.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya merasa sesak napas yang parah.,RS
Tolong panggil tim medis secepatnya.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya mengalami luka pada bagian kaki.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada orang yang terjebak dalam mobil yang terbakar.,RS
Saya merasa nyeri pada dada sebelah kiri.,RS
Tolong bantu saya mengatasi serangan asma.,RS
Ada orang yang pingsan di taman kota.,RS
Saya mengalami luka parah akibat kecelakaan.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terluka di sekolah.,RS
Saya merasa mual dan ingin muntah.,RS
Tolong bantu saya menghentikan pendarahan di kaki.,RS
Ada orang yang pingsan di lapangan sepak bola.,RS
Saya membutuhkan pertolongan medis darurat.,RS
Tolong antar saya ke rumah sakit sekarang juga.,RS
Ada kebakaran di apartemen sebelah.,RS
Saya merasa pusing dan kehilangan keseimbangan.,RS
Tolong ada orang yang mengalami serangan epilepsi di toko.,RS
Saya mengalami luka yang membutuhkan jahitan.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di stasiun kereta.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya melawan serangan serangan alergi.,RS
Ada orang yang terjebak dalam lift.,RS
Saya merasa muntah-muntah dan lemah.,RS
Tolong antar saya ke unit gawat darurat sekarang.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa nyeri pada bagian perut.,RS
Tolong panggil ambulans segera.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka yang perlu penjahitan.,RS
Tolong bantu saya mengatasi serangan panik.,RS
Ada kebakaran di gedung apartemen.,RS
Saya merasa pusing dan tidak stabil.,RS
Tolong antar saya ke unit gawat darurat secepatnya.,RS
Ada orang yang terjebak dalam sumur.,RS
Saya mengalami demam tinggi dan menggigil.,RS
Tolong bantu saya mengatasi serangan asma.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya merasa pingsan dan kehilangan kesadaran.,RS
Tolong ada orang yang mengalami serangan epilepsi di taman.,RS
Saya membutuhkan pertolongan medis segera.,RS
Tolong antar saya ke rumah sakit dengan segera.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya menghentikan pendarahan di kepala.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya merasa nyeri dada yang tajam.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terjatuh dari kursi.,RS
Saya mengalami pusing dan muntah-muntah.,RS
Tolong bantu saya menghentikan pendarahan di kaki.,RS
Ada orang yang pingsan di lapangan sepak bola.,RS
Saya membutuhkan pertolongan medis darurat.,RS
Tolong antar saya ke rumah sakit sekarang juga.,RS
Ada kebakaran di apartemen sebelah.,RS
Saya merasa pusing dan kehilangan keseimbangan.,RS
Tolong ada orang yang mengalami serangan epilepsi di toko.,RS
Saya mengalami luka yang membutuhkan jahitan.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
Ada orang yang pingsan di stasiun kereta.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya melawan serangan alergi.,RS
Ada orang yang terjebak dalam lift.,RS
Saya merasa muntah-muntah dan lemah.,RS
Tolong antar saya ke unit gawat darurat sekarang.,RS
Ada kecelakaan mobil di jalan raya.,RS
Saya merasa nyeri pada bagian perut.,RS
Tolong panggil ambulans segera.,RS
Ada orang yang pingsan di tempat umum.,RS
Saya mengalami luka yang perlu penjahitan.,RS
Tolong bantu saya mengatasi serangan panik.,RS
Ada kebakaran di gedung apartemen.,RS
Saya merasa pusing dan tidak stabil.,RS
Tolong antar saya ke unit gawat darurat secepatnya.,RS
Ada orang yang terjebak dalam sumur.,RS
Saya mengalami demam tinggi dan menggigil.,RS
Tolong bantu saya mengatasi serangan asma.,RS
Ada orang yang pingsan di tempat kerja.,RS
Saya merasa detak jantung tidak stabil.,RS
Tolong antar saya ke unit gawat darurat dengan segera.,RS
Ada kebakaran di gedung perkantoran.,RS
Saya merasa pingsan dan kehilangan kesadaran.,RS
Tolong ada orang yang mengalami serangan epilepsi di taman.,RS
Saya membutuhkan pertolongan medis segera.,RS
Tolong antar saya ke rumah sakit dengan segera.,RS
Ada orang yang pingsan di pusat perbelanjaan.,RS
Saya mengalami luka bakar yang parah.,RS
Tolong bantu saya menghentikan pendarahan di kepala.,RS
Ada kecelakaan mobil di jalan tol.,RS
Saya merasa nyeri dada yang tajam.,RS
Tolong panggil ambulans secepatnya.,RS
Ada anak kecil yang terjatuh dari kursi.,RS
Saya mengalami pusing dan muntah-muntah.,RS
Tolong bantu saya menghentikan pendarahan di kaki.,RS
Ada orang yang pingsan di lapangan sepak bola.,RS
Saya membutuhkan pertolongan medis darurat.,RS
Tolong antar saya ke rumah sakit sekarang juga.,RS
Ada kebakaran di apartemen sebelah.,RS
Saya merasa pusing dan kehilangan keseimbangan.,RS
Tolong ada orang yang mengalami serangan epilepsi di toko.,RS
Saya mengalami luka yang membutuhkan jahitan.,RS
Tolong antar saya ke rumah sakit sekarang.,RS
